id,section,section_title,source_line,problem,status,disposition,evidence
AX3,AX,REPRODUCIBILITY PROBLEMS,2324,Exact simulator parameters.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX4,AX,REPRODUCIBILITY PROBLEMS,2326,Exact hardware configuration.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX5,AX,REPRODUCIBILITY PROBLEMS,2328,Exact sensor positions.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX6,AX,REPRODUCIBILITY PROBLEMS,2330,Exact preprocessing.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX7,AX,REPRODUCIBILITY PROBLEMS,2332,Exact model weights.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX8,AX,REPRODUCIBILITY PROBLEMS,2334,Exact planner coefficients.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX9,AX,REPRODUCIBILITY PROBLEMS,2336,Exact evaluation split.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX10,AX,REPRODUCIBILITY PROBLEMS,2338,Exact software environment.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX11,AX,REPRODUCIBILITY PROBLEMS,2340,Containerized deployment.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX12,AX,REPRODUCIBILITY PROBLEMS,2342,Reproducible benchmark script.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX13,AX,REPRODUCIBILITY PROBLEMS,2344,Automated experiment runner.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AX14,AX,REPRODUCIBILITY PROBLEMS,2346,Public configuration files.,implemented_and_tested,Executable software control; scope remains research-only.,docs/REPRODUCIBILITY.md; scripts/doctor.py; backend/app/replay
AY1,AY,PHYSICAL VALIDATION PROBLEMS,2352,Too few physical panels.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY2,AY,PHYSICAL VALIDATION PROBLEMS,2354,Too few defect locations.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY3,AY,PHYSICAL VALIDATION PROBLEMS,2356,Too few defect types.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY4,AY,PHYSICAL VALIDATION PROBLEMS,2358,Too few repetitions.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY5,AY,PHYSICAL VALIDATION PROBLEMS,2360,Ground truth may be uncertain.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY6,AY,PHYSICAL VALIDATION PROBLEMS,2362,Need independent ground truth.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY7,AY,PHYSICAL VALIDATION PROBLEMS,2364,Need blind testing.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY8,AY,PHYSICAL VALIDATION PROBLEMS,2366,Need previously unseen panels.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY9,AY,PHYSICAL VALIDATION PROBLEMS,2368,Need previously unseen defects.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY10,AY,PHYSICAL VALIDATION PROBLEMS,2370,Need environmental variation.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY11,AY,PHYSICAL VALIDATION PROBLEMS,2372,Need sensor repositioning tests.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY12,AY,PHYSICAL VALIDATION PROBLEMS,2374,Need hardware variation.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY13,AY,PHYSICAL VALIDATION PROBLEMS,2376,Need sensor-fault experiments.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY14,AY,PHYSICAL VALIDATION PROBLEMS,2378,Need noise experiments.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY15,AY,PHYSICAL VALIDATION PROBLEMS,2380,Need long-term tests.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY16,AY,PHYSICAL VALIDATION PROBLEMS,2382,Need repeatability tests.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY17,AY,PHYSICAL VALIDATION PROBLEMS,2384,Need reproducibility across operators.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AY18,AY,PHYSICAL VALIDATION PROBLEMS,2386,Need true closed-loop physical experiment.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ1,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2392,Validate direct wave arrival.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ2,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2394,Validate defect-scattered arrival.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ3,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2396,Validate amplitude.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ4,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2398,Validate attenuation.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ5,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2400,Validate spectrum.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ6,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2402,Validate phase where relevant.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ7,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2404,Validate temperature response.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ8,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2406,Validate sensor response.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ9,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2408,Validate boundary behavior.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ10,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2410,Validate defect geometry response.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ11,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2412,Quantify simulator error.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ12,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2414,Quantify surrogate error.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
AZ13,AZ,DIGITAL-TWIN VALIDATION PROBLEMS,2416,Propagate simulator uncertainty into posterior.,requires_physical_validation,Cannot be closed honestly without representative hardware/panels and independent ground truth.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BA1,BA,MODEL FAILURE INTERPRETATION,2422,Need classify failures into: - physics mismatch - sensor failure - insufficient data - ambiguity - model error - planner error - domain shift.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BA2,BA,MODEL FAILURE INTERPRETATION,2431,Need failure taxonomy.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BA3,BA,MODEL FAILURE INTERPRETATION,2433,Need automatically log failure conditions.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BA4,BA,MODEL FAILURE INTERPRETATION,2435,Need post-mortem analysis.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BA5,BA,MODEL FAILURE INTERPRETATION,2437,Need failure replay.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BA6,BA,MODEL FAILURE INTERPRETATION,2439,Need counterfactual analysis.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/assurance/monitor.py; backend/app/research/failure_explorer.py
BB1,BB,COUNTERFACTUAL REASONING PROBLEMS,2445,Current planner may generate counterfactual responses using simplified physics.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB2,BB,COUNTERFACTUAL REASONING PROBLEMS,2447,Counterfactual model can be wrong.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB3,BB,COUNTERFACTUAL REASONING PROBLEMS,2449,Hypothesis disagreement can be artificially large.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB4,BB,COUNTERFACTUAL REASONING PROBLEMS,2451,Hypothesis disagreement can be artificially small.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB5,BB,COUNTERFACTUAL REASONING PROBLEMS,2453,Need validate predicted discrimination experimentally.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB6,BB,COUNTERFACTUAL REASONING PROBLEMS,2455,Need compare predicted vs observed information gain.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB7,BB,COUNTERFACTUAL REASONING PROBLEMS,2457,Need calibrate expected information gain.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BB8,BB,COUNTERFACTUAL REASONING PROBLEMS,2459,Need model uncertainty in counterfactual predictions.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
BC1,BC,EXPERIMENTAL DESIGN PROBLEMS,2465,Candidate space may be continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC2,BC,EXPERIMENTAL DESIGN PROBLEMS,2467,Candidate space may be mixed discrete/continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC3,BC,EXPERIMENTAL DESIGN PROBLEMS,2469,Frequency selection may be continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC4,BC,EXPERIMENTAL DESIGN PROBLEMS,2471,Geometry selection may be continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC5,BC,EXPERIMENTAL DESIGN PROBLEMS,2473,Waveform selection may be categorical.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC6,BC,EXPERIMENTAL DESIGN PROBLEMS,2475,Amplitude selection may be continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC7,BC,EXPERIMENTAL DESIGN PROBLEMS,2477,Duration selection may be continuous.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC8,BC,EXPERIMENTAL DESIGN PROBLEMS,2479,Action feasibility constraints.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC9,BC,EXPERIMENTAL DESIGN PROBLEMS,2481,Mechanical constraints.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC10,BC,EXPERIMENTAL DESIGN PROBLEMS,2483,Safety constraints.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC11,BC,EXPERIMENTAL DESIGN PROBLEMS,2485,Cost constraints.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC12,BC,EXPERIMENTAL DESIGN PROBLEMS,2487,Sensor availability constraints.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC13,BC,EXPERIMENTAL DESIGN PROBLEMS,2489,Need efficient optimization.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC14,BC,EXPERIMENTAL DESIGN PROBLEMS,2491,Need candidate pruning.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BC15,BC,EXPERIMENTAL DESIGN PROBLEMS,2493,Need uncertainty-aware planning.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/safety/constraints.py
BD1,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2499,Information gain.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD2,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2501,Localization improvement.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD3,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2503,Detection probability.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD4,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2505,Measurement time.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD5,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2507,Energy.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD6,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2509,Probe movement.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD7,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2511,Safety risk.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD8,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2513,Hardware wear.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD9,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2515,Redundancy.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD10,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2517,Operator burden.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD11,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2519,Need trade-off mechanism.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD12,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2521,Need application-specific weighting.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD13,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2523,Need Pareto analysis.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BD14,BD,MULTI-OBJECTIVE OPTIMIZATION PROBLEMS,2525,Need demonstrate chosen solution is not arbitrary.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/active_learning/neo_planner.py; backend/app/decision/loss.py
BE1,BE,COST MODEL PROBLEMS,2531,Movement cost.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE2,BE,COST MODEL PROBLEMS,2533,Excitation cost.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE3,BE,COST MODEL PROBLEMS,2535,Acquisition time.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE4,BE,COST MODEL PROBLEMS,2537,Probe repositioning time.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE5,BE,COST MODEL PROBLEMS,2539,Sensor switching cost.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE6,BE,COST MODEL PROBLEMS,2541,Computational cost.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE7,BE,COST MODEL PROBLEMS,2543,Energy consumption.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE8,BE,COST MODEL PROBLEMS,2545,Maintenance cost.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE9,BE,COST MODEL PROBLEMS,2547,Failure cost.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE10,BE,COST MODEL PROBLEMS,2549,Inspection downtime.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE11,BE,COST MODEL PROBLEMS,2551,Human labor cost.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE12,BE,COST MODEL PROBLEMS,2553,Safety cost.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BE13,BE,COST MODEL PROBLEMS,2555,Need distinguish monetary cost from physical cost.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/decision/loss.py; backend/app/active_learning/planner.py
BF1,BF,DATA QUALITY PROBLEMS,2561,Duplicate samples.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF2,BF,DATA QUALITY PROBLEMS,2563,Near-duplicate samples.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF3,BF,DATA QUALITY PROBLEMS,2565,Corrupted files.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF4,BF,DATA QUALITY PROBLEMS,2567,Missing channels.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF5,BF,DATA QUALITY PROBLEMS,2569,Invalid metadata.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF6,BF,DATA QUALITY PROBLEMS,2571,Invalid timestamps.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF7,BF,DATA QUALITY PROBLEMS,2573,Wrong coordinates.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF8,BF,DATA QUALITY PROBLEMS,2575,Sensor ID mismatch.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF9,BF,DATA QUALITY PROBLEMS,2577,Unit mismatch.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF10,BF,DATA QUALITY PROBLEMS,2579,Sampling frequency mismatch.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF11,BF,DATA QUALITY PROBLEMS,2581,Signal scaling mismatch.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF12,BF,DATA QUALITY PROBLEMS,2583,Different file formats.,implemented_and_tested,Executable software control; scope remains research-only.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF13,BF,DATA QUALITY PROBLEMS,2585,Different experiment conventions.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF14,BF,DATA QUALITY PROBLEMS,2587,Annotation inconsistencies.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BF15,BF,DATA QUALITY PROBLEMS,2589,Ground-truth inconsistency.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/services/session_manager.py; backend/app/inference/diagnostics.py
BG1,BG,SOFTWARE-UI PROBLEMS,2595,Heatmap can visually imply certainty incorrectly.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,frontend/components; frontend/app/page.tsx
BG2,BG,SOFTWARE-UI PROBLEMS,2597,Color scale can distort interpretation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,frontend/components; frontend/app/page.tsx
BG3,BG,SOFTWARE-UI PROBLEMS,2599,Confidence may be confused with accuracy.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG4,BG,SOFTWARE-UI PROBLEMS,2601,Multiple defects may be hard to visualize.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,frontend/components; frontend/app/page.tsx
BG5,BG,SOFTWARE-UI PROBLEMS,2603,Uncertainty region needs visualization.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG6,BG,SOFTWARE-UI PROBLEMS,2605,Sensor health needs visualization.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG7,BG,SOFTWARE-UI PROBLEMS,2607,Measurement history needs visualization.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG8,BG,SOFTWARE-UI PROBLEMS,2609,Planner reason needs visualization.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG9,BG,SOFTWARE-UI PROBLEMS,2611,Raw signal should be traceable.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG10,BG,SOFTWARE-UI PROBLEMS,2613,Model version should be visible.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG11,BG,SOFTWARE-UI PROBLEMS,2615,Audit trail should be visible.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BG12,BG,SOFTWARE-UI PROBLEMS,2617,Operator should see why inspection stopped.,implemented_and_tested,Executable software control; scope remains research-only.,frontend/components; frontend/app/page.tsx
BH1,BH,MLOPS PROBLEMS,2623,Data drift monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH2,BH,MLOPS PROBLEMS,2625,Model drift monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH3,BH,MLOPS PROBLEMS,2627,Sensor drift monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH4,BH,MLOPS PROBLEMS,2629,Environment drift monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH5,BH,MLOPS PROBLEMS,2631,Performance monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH6,BH,MLOPS PROBLEMS,2633,Confidence monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH7,BH,MLOPS PROBLEMS,2635,OOD rate monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH8,BH,MLOPS PROBLEMS,2637,Abstention rate monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
BH9,BH,MLOPS PROBLEMS,2639,Planner behavior monitoring.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,backend/app/assurance/monitor.py; backend/app/models/registry.py
